Date,Asset 1,Asset 2,Asset 3
2021-10-09,-0.007611451029950234,0.0057997394071606255,-0.0042071193660684425
2021-10-10,-0.034695847757942586,0.01016774787493941,-0.0046893307605664295
2021-10-11,0.029650599863473903,-0.016109902901082926,-0.0031722751121579435
2021-10-12,-0.011254465157637969,-0.007288964071349936,0.019326497389705138
2021-10-13,0.027075216119472664,-0.018529415104919542,0.011482413365233193
2021-10-14,-0.00866910728675657,-0.014055085880567345,0.01216034421294257
2021-10-15,-0.010493845685769079,0.009917505185049398,-0.014578241716443754
2021-10-16,-0.0007564168590935466,-0.0003211604755916183,0.00791539515029339
2021-10-17,0.012152855005409777,0.0048869767909163675,0.018209545353305465
2021-10-18,-0.0027051572158463292,0.0016914233735131057,-0.029767995088728988
2021-10-19,-0.021502034922454956,-0.0016171403444892854,-0.00937257673359056
2021-10-20,0.006140009376459278,-0.011134032605469616,0.01624016799613317
2021-10-21,-0.0026836967883398016,0.0005963033138892817,-0.0432494592854311
2021-10-22,0.0018802506459424265,-0.02269772485284423,0.003165105122649533
2021-10-23,0.020654958894990263,0.015321815456777868,0.0018096515667400843
2021-10-24,0.0032668190168333227,-0.006306852310417178,0.0030180343235538397
2021-10-25,-0.01459240459045235,-0.0086527048736781,0.016677399095967337
2021-10-26,-0.005623269093842288,0.0002894002341388702,-0.015407347090591359
2021-10-27,0.0036338510945083465,0.007828140778520313,0.007125800399505639
2021-10-28,0.0036051793171388334,-0.011107514365970786,-0.011258813874903548
2021-10-29,-0.012451224894651263,-0.009000359094875435,-0.0041101665901447535
2021-10-30,0.030301891701858943,-0.005088567840361097,0.039863924032828214
2021-10-31,0.0008458503365876268,0.010915233267292428,-0.016500825339233888
2021-11-01,-0.0016192704589575245,0.0030190897105444587,0.0004962763667446501
2021-11-02,0.009364919382934888,-7.938663723022046e-05,0.008479458720879431
2021-11-03,-0.019921815419179926,-0.002197422695195475,-0.014121722768693236
2021-11-04,0.004794410594897135,-0.01577858266449366,0.012085942663025767
2021-11-05,0.003024450775638429,0.009476910562508994,0.01138774671752152
2021-11-06,0.008597990781124944,-0.009697241490210482,0.009111904224689339
2021-11-07,-0.011252118358752224,0.014650868946133112,-0.023765412899654004
2021-11-08,0.00841038525558312,-0.015373301672633722,-0.02037413852153705
2021-11-09,-0.021603874304083108,0.0067630814714648236,-0.04182273860193574
2021-11-10,-0.0006793561147641497,0.010650758341511843,-0.024979182105324776
2021-11-11,-0.004145269842532157,-0.012166066473691204,0.018076330129196017
2021-11-12,0.0026032647762868543,-0.01429167565218227,0.007527218320270197
2021-11-13,0.006049756881254886,-0.0026704523769511945,-0.019590592267566834
2021-11-14,0.007229270294359926,-0.012893966482573911,0.008537818720693197
2021-11-15,-0.008139914218258269,-0.010604412039374426,-0.04446326406680304
2021-11-16,-0.0016726415717487422,-0.027188484111059653,0.0019569864610735157
2021-11-17,-0.014142821024827267,-0.011819274979790602,-0.004498163557472214
2021-11-18,-0.015776791242597985,0.00802687202653365,0.004593279207915814
2021-11-19,0.015030578227326737,-0.0029465813028244463,-0.0014801493109960163
2021-11-20,0.00671495827969343,0.008355548824232934,-0.012208897171557168
2021-11-21,-0.002851805404472499,0.01708801018469111,0.012218635664704195
2021-11-22,-0.002178967883972227,-0.0028418349610208754,0.00809372228312729
2021-11-23,-0.021115325136610102,0.017057468949909442,-0.0185812436514509
2021-11-24,0.010461862010704474,0.006439849384623985,-0.0035436236638657875
2021-11-25,0.01872278649185604,0.0011282932194932452,0.016396528532471182
2021-11-26,-0.014364683966950356,0.011994120633723347,-0.012933371875232254
2021-11-27,-0.018709730535456597,0.014334954416158856,0.03854028054227683
2021-11-28,-0.0019446889616547586,0.017384172783565736,0.03584267240579897
2021-11-29,-0.0035499463311131256,0.0008122622834390578,-0.010924119346876463
2021-11-30,-0.002278083611287721,-0.01273036116610405,-0.03288190087184641
2021-12-01,0.011753173833723875,-0.02049509887780288,-0.03186006825150714
2021-12-02,0.011139882437906623,-7.92232189308301e-05,0.01992202816573939
2021-12-03,-0.014874917402295296,-0.014586369187013812,0.03762347902538249
2021-12-04,-0.01181294203234068,0.010376234026329915,0.017287276630357208
2021-12-05,0.013585121428904447,-0.014565981111861729,0.030177326414245056
2021-12-06,-0.017697098677226058,-0.002975967400422318,0.0016059553448295955
2021-12-07,-0.0027616845529509584,-0.01042133381529791,0.037417239892042216
2021-12-08,-0.02604076430672388,-0.015073510394180619,-0.015306877175555464
2021-12-09,-0.025908080264563708,0.009823420755342123,0.004871051503735053
2021-12-10,-0.006911139780968814,-0.0017689156321325909,-0.026877969117437766
2021-12-11,-0.02240557790160576,0.006808463350875375,0.0006881342343801969
2021-12-12,-0.013536206476373063,0.0005491536207661659,0.016296648154364785
2021-12-13,-0.02117390835849317,0.018581082085163677,-0.050762011132252864
2021-12-14,-0.004849760679035906,0.0005811773618155146,0.004030752880931243
2021-12-15,0.0002997401444656508,0.003781781022629003,0.01497049115644661
2021-12-16,-0.01599171144711696,-0.0037951882994546886,-0.0001832530101847775
2021-12-17,-0.027950261915863406,-0.0126000469321018,-0.04203620027771392
2021-12-18,-0.005986429479117354,-0.007196140989979991,0.020320327424350332
2021-12-19,-0.018254540128898905,-0.016410680172395616,-0.023904180760260005
2021-12-20,-0.03185085994570311,-0.012310872570380434,-0.03676751362464136
2021-12-21,-0.0029880035165366038,0.0019799763943584353,0.0054281126850872575
2021-12-22,0.009099126557334974,0.0013971951500369284,-0.010485934888399747
2021-12-23,0.00027110683529043775,-0.012749523318695544,0.017012178538464765
2021-12-24,-0.0078730131127001,-0.001270149726055662,0.0012300405029879763
2021-12-25,0.002217008382352812,-0.009658214062343962,-0.0037393640331763378
2021-12-26,0.02086689886772248,-0.008026891482716904,-0.012095099009761832
2021-12-27,-0.008781413359388264,-0.014788888300241202,0.02052790446855948
2021-12-28,0.010613354132493218,0.0011281190767583576,-0.022274351747630733
2021-12-29,0.0007003010087985915,0.0052644186716974154,0.009816357181791403
2021-12-30,-0.0058593765560430305,0.021830145148124255,-0.003164338171101175
2021-12-31,-0.01911369626133997,-0.01833324030044118,0.022038696970713773
2022-01-01,-0.0056600133334108425,-0.002521559783693103,0.004900961209721898
2022-01-02,0.014742152524354605,-0.0017188105920870487,0.008009749318389449
2022-01-03,-0.021716655604329414,-0.01686126034234151,0.008718429605216085
2022-01-04,0.006487394839187028,-0.007624200216796811,0.00742843068414769
2022-01-05,-0.023623096425925215,0.0017544027861300536,0.01599091050676346
2022-01-06,-0.030619371924064078,0.005508338391501562,-0.033832980831101186
2022-01-07,-0.003583980322585833,-0.00037348733529805406,0.002639746040275109
2022-01-08,0.01977736276803987,-0.02149370889438969,-0.013411550996562698
2022-01-09,0.011735984448350894,0.012396448773978871,0.03873909201455097
2022-01-10,0.004932890426528274,-0.016364123340472613,-0.008623115817860722
2022-01-11,0.025535808202718634,-0.009269648862426691,-0.008637059661986812
2022-01-12,0.0004624592788851801,-0.0007016875660113544,-0.028166759212444416
2022-01-13,0.011667291813998825,-0.011095179592523794,-0.0035778673803196622
2022-01-14,-0.007006537431541173,0.005728935021766975,-0.0021514442424571388
2022-01-15,0.010008918981440993,0.006049359428607077,-0.03518726348696424
2022-01-16,-0.02283046570313726,0.007194476688068267,0.016137140089302032
2022-01-17,-0.011774695811600917,-0.00519938569800975,0.026242581153102917
2022-01-18,-0.007738459568444003,-0.010262091476114349,-0.018574906429577886
2022-01-19,-0.008884238983664711,0.0029539204264345752,-0.010553059417399908
2022-01-20,0.007799402496913114,-0.007371343697214282,-0.01708633139152799
2022-01-21,-0.011093843463607696,0.012215762561671901,0.029316783284287634
2022-01-22,-5.403152936991143e-05,0.014064080716036103,-8.601858011779399e-05
2022-01-23,-0.003249228251335713,-0.0056124197361436794,0.02685143545296988
2022-01-24,0.0050784052418138105,-0.003731648199654149,-0.028248115964000297
2022-01-25,-0.0008081024471940598,-0.01811460295283717,0.006667624223919069
2022-01-26,-0.016513051916695342,0.0013522381975133206,0.013941427233082842
2022-01-27,0.003888286997314127,0.0005354486499699506,-0.0006411932976953645
2022-01-28,-0.0134910506922215,0.008489343503040923,-0.013852380862722998
2022-01-29,0.007478278999775275,0.0038719162546984806,-0.007322278176610331
2022-01-30,-0.0017196577886169882,-0.0032825972167067016,-0.008782245065592912
2022-01-31,-0.0017005460609664416,-0.01278353169583632,-0.012762152924499184
2022-02-01,0.026289634766002833,-0.015989277080919774,0.002185594318552494
2022-02-02,0.01712715462073786,-0.01100300147594256,-0.005863535416655319
2022-02-03,-0.008906494420858932,-0.008821281813921373,-0.003339095205417671
2022-02-04,0.023327527320739037,-0.011772762596493892,0.011782168374687325
2022-02-05,-0.008048418947554566,0.008395207084450712,0.0027491416862614904
2022-02-06,0.005666457785477258,0.004204736728271678,0.021468832647963305
2022-02-07,-0.020636818005398627,0.011170568197073205,-0.016340350637637887
2022-02-08,-0.005988574709045976,-0.0046557271240519485,-0.001378533658149797
2022-02-09,-0.010233436752137283,-0.011534956641286577,-0.011780861812939521
2022-02-10,0.02670682809777995,-0.004218933331212434,-0.008446960665941305
2022-02-11,0.001996348590609139,0.01326683105998412,-0.005797822758980439
2022-02-12,-0.01145853899103234,0.0024997818290517183,0.0314067046025798
2022-02-13,-0.0023771482408008063,-0.008728528156177775,-0.001828020227965729
2022-02-14,0.03004940499094424,-0.005858895076894102,-0.0016134905900526259
2022-02-15,0.025731056466606114,-0.009261912545326514,-0.032674994689004526
2022-02-16,0.021751718615878247,0.0029979471189860497,-0.0003084862839741736
2022-02-17,-0.007392529011239333,-0.007888965434927866,0.015447665281878275
2022-02-18,-0.01611341623025859,0.002794063537513469,0.0029991228914373574
2022-02-19,0.01263516807684331,0.007805267686608988,0.01237462598176814
2022-02-20,-0.015840862177628444,0.0026501033884676318,-0.021539086188509315
2022-02-21,-0.0002623446440011128,0.010812216030208226,-0.0060555960056007194
2022-02-22,-0.024228520329553378,0.0014920642477039203,0.043574966058478
2022-02-23,-0.01388431508595587,-0.010586101855334056,-0.018937224513337056
2022-02-24,-0.014587282793084006,0.00774100891058265,-0.011121286979749352
2022-02-25,0.003671643268147843,-0.017857076387977067,-0.018299604072885934
2022-02-26,-0.014632561828020923,-0.003665102856105587,0.003266209407451967
2022-02-27,0.018279761955208713,-0.025969624520907994,0.007908547219550071
2022-02-28,-0.010517823661292763,-0.009307499680272467,0.001540282713224271
2022-03-01,0.01622030049769374,0.0031376657670020014,0.0005419762831897075
2022-03-02,0.005571400708310562,-0.009821402183792748,0.03423814156203014
2022-03-03,0.00913454656434506,-0.0023212697348113675,0.017383277467978492
2022-03-04,-0.01784417823309235,-0.008447381018044887,-0.0011166484126223781
2022-03-05,0.01168007521133772,-0.017798762579859337,-0.027285017107360518
2022-03-06,0.009629600712087015,-0.006433979852060309,-0.025656639134816125
2022-03-07,-0.001549057420032713,-0.012507454054432996,-0.015815302667978107
2022-03-08,0.009590193017233505,0.013194862384551758,-0.009229697855043214
2022-03-09,-0.009730616914275562,-0.0019154508408692826,0.0034916381175689893
2022-03-10,-0.02048418443951039,-0.0015138762062864627,-0.0021141163186005614
2022-03-11,0.00716955200866396,-0.005525720588782066,-0.028361354883739413
2022-03-12,-0.005271595524885024,-0.001215181171690662,-0.0010104395711738956
2022-03-13,-0.010528231195837564,-0.006595096184225511,0.02979964754040757
2022-03-14,-0.014668403386409616,0.0058145736665246184,0.016841728826905388
2022-03-15,-0.013856941458830381,-0.0027805997761369355,-0.0027016837507588894
2022-03-16,-0.008078401117514442,0.007144455817077402,-0.01919078130469696
2022-03-17,-0.020385952692514378,-0.0033384969899411337,-0.019182692094299503
2022-03-18,-0.014142752631675673,-0.0032389429028684964,-0.033093889508255446
2022-03-19,0.014863301708311261,-0.0010943281715623681,0.026127035011601463
2022-03-20,-0.015217303871362359,-0.007010368484757022,0.023549419055323973
2022-03-21,0.008047129820913457,0.0063393400702338575,0.007378708081521883
2022-03-22,-0.02439615508766426,-0.009229105130661365,0.013850426813639783
2022-03-23,0.007653807130987901,-0.0005403576326018645,-0.01994645439640727
2022-03-24,0.020761607113871237,-0.007442105283937846,0.02962513418854379
2022-03-25,0.020919866893924225,0.004955068981596467,0.03784147369434134
2022-03-26,-0.012344813867318153,-0.02181667086921636,0.03774691051003644
2022-03-27,-0.0005738764403699266,-8.432131956443188e-05,0.03436976404044721
2022-03-28,0.0153091743422493,0.006658815595161215,-0.00820141428880931
2022-03-29,0.02238690508101902,0.001385516289850591,0.0012293302764435584
2022-03-30,-0.00791791904495631,-0.01289542652154021,0.019829543705959626
